WKT;ID;LENGTH;DIR;LONGITUD;TIPO;MODE;NAME;AB_CARRIL;BA_CARRIL;AB_CAP;BA_CAP;AB_VEL;BA_VEL;AB_ALPHA;BA_ALPHA;AB_BETA;BA_BETA;AB_CAPAC;BA_CAPAC;AB_PRELOAD;BA_PRELOAD;AB_PRELOA1;BA_PRELOA1;AB_PRELOA2;BA_PRELOA2;AB_TMPPRV_;BA_TMPPRV_;AB_TMPPRVA;BA_TMPPRVA;AB_VELPRVA;BA_VELPRVA;AB_TMPPEAT;BA_TMPPEAT;AB_TMMETRO;BA_TMMETRO;AB_TMTREN;BA_TMTREN;AB_TMBUS;BA_TMBUS;MAXBUSSP;Y12;Y20;Y30
LINESTRING (-76.763051 -11.970978,-76.769507 -11.971363);4316;0.7;0;0.7;5;;;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.69;1.69;1.69;1.69;25;24.98;10.57;10.57;;;1.21;1.21;2.11;2.11;20;1;1;1
LINESTRING (-76.774216 -11.972774,-76.769507 -11.971363);4312;0.54;0;0.54;5;;Tupac Amaru;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;1.29;1.29;1.29;1.29;24.74;25;8.04;8.04;;;0.92;0.92;1.61;1.61;20;1;1;1
LINESTRING (-76.771461 -11.969155,-76.771014 -11.969723);4318;0.08;0;0.08;5;;Los Cedros;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.19;0.19;0.19;0.19;25;25;1.19;1.19;;;0.14;0.14;0.24;0.24;20;1;1;1
LINESTRING (-76.771014 -11.969723,-76.771569 -11.969592);4319;0.06;0;0.06;5;;Los Sauces;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.15;0.15;0.15;0.15;25;25;0.93;0.93;;;0.11;0.11;0.19;0.19;20;1;1;1
LINESTRING (-76.771563 -11.970657,-76.770035 -11.970422);4321;0.17;0;0.17;5;;Los Claveles;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.4;0.4;0.4;0.4;25;25;2.53;2.53;;;0.29;0.29;0.51;0.51;20;1;1;1
LINESTRING (-76.773274 -11.975587,-76.773314 -11.975464);4308;0.01;0;0.01;5;;Los Manzanos;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.03;0.03;0.03;0.03;24.74;25;0.39;0.39;;;0.02;0.02;0.04;0.04;20;1;1;1
LINESTRING (-76.771569 -11.969592,-76.771563 -11.970657);4320;0.12;0;0.12;5;;Libertad;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.28;0.28;0.28;0.28;25;25;1.77;1.77;;;0.2;0.2;0.35;0.35;20;1;1;1
LINESTRING (-76.769507 -11.971363,-76.770035 -11.970422);4317;0.12;0;0.12;5;;Las Malvinas;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.29;0.29;0.29;0.29;25;25;1.78;1.78;;;0.2;0.2;0.36;0.36;20;1;1;1
LINESTRING (-76.760341 -11.973719,-76.759882 -11.973549);4305;0.05;0;0.05;4;;Nicolas Ayllon;2;2;1800;1800;30;30;0.5;0.5;3.7;3.7;3600;3600;527.31;183.24;232.29;183.24;232.29;191.26;0.13;0.13;0.22;0.14;14.01;21.81;0.8;0.8;;;0.09;0.09;0.22;0.14;25;1;1;1
LINESTRING (-76.760341 -11.973719,-76.76055 -11.973039);4306;0.08;0;0.08;5;;Via Entrada;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.19;0.19;0.19;0.19;25;25;1.18;1.18;;;0.13;0.13;0.24;0.24;20;1;1;1
LINESTRING (-77.026812 -12.165469,-77.022389 -12.163923);13264;0.51;0;0.51;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.02;1.02;1.02;1.02;4;4;7.66;7.66;;;;;;;;1;1;1
LINESTRING (-76.74196 -11.963106,-76.728829 -11.949806);4297;2.05;0;2.05;5;;;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;4.92;4.92;4.92;4.92;24.98;25;30.78;30.78;;;3.52;3.52;6.16;6.16;20;1;1;1
LINESTRING (-76.709824 -11.94526,-76.709672 -11.945695,-76.70973 -11.946131,-76.711019 -11.947179);4322;0.28;0;0.28;5;;La Cantuta;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.68;0.68;0.68;0.68;25;25;4.22;4.22;;;0.48;0.48;0.84;0.84;20;1;1;1
LINESTRING (-76.709824 -11.94526,-76.710032 -11.945779,-76.711048 -11.946241,-76.715191 -11.946973,-76.717423 -11.947766);4324;0.9;0;0.9;4;;Carretera Central;2;2;1800;1800;45;45;0.8;0.8;3.68;3.68;3600;3600;187.77;497.39;187.77;232.29;191.26;232.29;1.2;1.2;1.41;2.2;35.83;20.35;13.51;13.51;;;1.54;1.54;2.16;2.2;25;1;1;1
LINESTRING (-76.711019 -11.947179,-76.710244 -11.947706,-76.709887 -11.948637,-76.707944 -11.94852,-76.707507 -11.94755,-76.705802 -11.946774,-76.70489 -11.946774,-76.703224 -11.94561,-76.701399 -11.945261,-76.699575 -11.944485,-76.698336 -11.943207);4325;1.68;0;1.68;5;;Circunvalacion;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;4.04;4.04;4.04;4.04;25;25;25.24;25.24;;;2.89;2.89;5.05;5.05;20;1;1;1
LINESTRING (-76.724726 -11.947079,-76.72659 -11.951434);13505;0.52;0;0.56;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.05;1.05;1.05;1.05;4;4;7.84;7.84;;;;;;;;1;1;1
LINESTRING (-76.710397 -11.943373,-76.709412 -11.944258);4329;0.15;0;0.15;5;;Tarazona;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.35;0.35;0.35;0.35;25;25;2.18;2.18;;;0.25;0.25;0.44;0.44;20;1;1;1
LINESTRING (-76.711266 -11.942168,-76.706896 -11.940924);4333;0.5;0;0.5;5;;20 de Mayo;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;1.19;1.19;1.19;1.19;25;25;7.34;7.34;;;0.85;0.85;1.49;1.49;20;1;1;1
LINESTRING (-76.723345 -11.950076,-76.724726 -11.947079);4295;0.36;0;0.56;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.73;0.73;0.73;0.73;4;4;5.46;5.46;;;;;;;;1;1;1
LINESTRING (-76.728829 -11.949806,-76.724486 -11.947518);4299;0.54;0;0.54;5;;;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.29;1.29;1.29;1.29;24.98;25;8.05;8.05;;;0.92;0.92;1.61;1.61;20;1;1;1
LINESTRING (-76.763228 -11.973389,-76.76055 -11.973039);14242;0.29;0;0.29;5;;Malecon Manco Capac;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.71;0.71;0.71;0.71;25;25;4.41;4.41;;;0.5;0.5;0.88;0.88;20;1;1;1
LINESTRING (-76.723345 -11.950076,-76.717423 -11.947766);4294;0.69;0;0.69;4;;Nicolas Ayllon;2;2;1800;1800;45;45;0.8;0.8;3.68;3.68;3600;3600;525.82;197.06;232.29;191.26;232.29;191.26;0.93;0.93;1.49;1.04;23.28;35.83;10.41;10.41;;;1.19;1.19;1.67;1.67;25;1;1;1
LINESTRING (-76.717423 -11.947766,-76.719521 -11.946292);4332;0.28;0;0.28;5;;Los Jazmines;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.67;0.67;0.67;0.67;25;24.8;4.21;4.21;;;0.48;0.48;0.84;0.84;20;1;1;1
LINESTRING (-76.724486 -11.947518,-76.723893 -11.948326);4339;0.11;0;0.11;5;;;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.26;0.26;0.26;0.26;24.98;25;1.65;1.65;;;0.19;0.19;0.33;0.33;20;1;1;1
LINESTRING (-76.719521 -11.946292,-76.722206 -11.947533);4340;0.32;0;0.32;5;;Las Retamas;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.78;0.78;0.78;0.78;25;24.98;4.85;4.85;;;0.55;0.55;0.97;0.97;20;1;1;1
LINESTRING (-76.723893 -11.948326,-76.722206 -11.947533);4341;0.2;0;0.2;5;;Amelies;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.49;0.49;0.49;0.49;24.98;25;3.05;3.05;;;0.35;0.35;0.61;0.61;20;1;1;1
LINESTRING (-76.723345 -11.950076,-76.723893 -11.948326);4296;0.2;0;0.2;5;;Los Rosales;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.49;0.49;0.49;0.49;25;25;3.04;3.04;;;0.35;0.35;0.61;0.61;20;1;1;1
LINESTRING (-76.761975 -11.973923,-76.760341 -11.973719);14241;0.18;0;0.18;4;;Nicolas Ayllon;2;2;1800;1800;45;45;0.8;0.8;3.68;3.68;3600;3600;530.78;179.2;232.29;179.2;232.29;191.26;0.24;0.24;0.24;0.24;44.55;44.98;3.45;3.45;;;0.31;0.31;0.43;0.43;25;1;1;1
LINESTRING (-76.716309 -11.934872,-76.713655 -11.938221);4342;0.47;0;0.47;5;;Libertadores;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.13;1.13;1.13;1.13;25;25;7.05;7.05;;;0.81;0.81;1.41;1.41;20;1;1;1
LINESTRING (-76.713967 -11.938744,-76.711838 -11.939949);4345;0.27;0;0.27;5;;Andres Avelino Caceres;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.64;0.64;0.64;0.64;25;25;4.01;4.01;;;0.46;0.46;0.8;0.8;20;1;1;1
LINESTRING (-76.711266 -11.942168,-76.711838 -11.939949);4335;0.25;0;0.25;5;;Angamos (8 Setiembre);1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.61;0.61;0.61;0.61;25;25;3.8;3.8;;;0.43;0.43;0.76;0.76;20;1;1;1
LINESTRING (-76.710397 -11.943373,-76.71125 -11.942302);4330;0.15;0;0.15;5;;Paseo La Alameda (Pierola);1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.36;0.36;0.36;0.36;25;25;2.26;2.26;;;0.26;0.26;0.45;0.45;20;1;1;1
LINESTRING (-76.711266 -11.942168,-76.71125 -11.942302);4336;0.01;0;0.01;5;;Paseo La Alameda (Pierola);1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.04;0.04;0.04;0.04;25;25;0.22;0.22;;;0.03;0.03;0.04;0.04;20;1;1;1
LINESTRING (-76.713655 -11.938221,-76.713967 -11.938744);4344;0.07;0;0.07;5;;Emancipacion;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.16;0.16;0.16;0.16;25;25;1.01;1.01;;;0.12;0.12;0.2;0.2;20;1;1;1
LINESTRING (-76.716309 -11.934872,-76.716721 -11.934994);4343;0.05;0;0.05;5;;Salazar Bondy;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.11;0.11;0.11;0.11;25;25;0.7;0.7;;;0.08;0.08;0.14;0.14;20;1;1;1
LINESTRING (-76.692771 -11.932519,-76.69368 -11.933633);4283;0.16;0;0.16;4;;Carretera Central;1;1;1800;1800;45;45;0.8;0.8;3.68;3.68;1800;1800;0;461.92;0;182.74;18.03;182.74;0.21;0.21;0.22;0.28;41.6;21.67;2.37;2.37;;;0.27;0.27;0.38;0.38;25;1;1;1
LINESTRING (-76.692771 -11.932519,-76.69365 -11.932377);4284;0.1;0;0.1;5;;Salaverry;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;0;;0;;123.68;0;0.23;0.23;0.23;0.23;10.28;20.95;1.46;1.46;;;0.17;0.17;0.29;0.29;20;1;1;1
LINESTRING (-76.692771 -11.932519,-76.694683 -11.931897);4285;0.22;0;0.35;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.44;0.44;0.44;0.44;4;4;3.29;3.29;;;;;;;;1;1;1
LINESTRING (-76.698336 -11.943207,-76.691222 -11.936306);4327;1.09;0;1.09;5;;Enrique Guzman Y Valle;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;2.61;2.61;2.61;2.61;25;25;16.32;16.32;;;1.86;1.86;3.26;3.26;20;1;1;1
LINESTRING (-76.720788 -11.953316,-76.72659 -11.951434);13502;0.67;0;0.61;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.33;1.33;1.33;1.33;4;4;9.98;9.98;;;;;;;;1;1;1
LINESTRING (-76.709412 -11.944258,-76.708608 -11.943682,-76.705069 -11.942866,-76.703501 -11.942514,-76.701484 -11.941523);4331;0.92;0;0.92;4;;Carretera Central;2;2;1800;1800;45;45;0.8;0.8;3.68;3.68;3600;3600;499.86;187.84;232.29;187.84;232.29;191.26;1.23;1.23;2.16;1.44;20.8;35.91;13.87;13.87;;;1.59;1.59;2.22;2.22;25;1;1;1
LINESTRING (-76.69368 -11.933633,-76.692962 -11.934638);4347;0.14;0;0.14;5;;Libertad;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;49.55;0.33;0.33;0.33;0.33;24.61;19.96;2.04;2.04;;;0.23;0.23;0.41;0.41;20;1;1;1
LINESTRING (-76.696112 -11.938309,-76.693114 -11.934782);4349;0.51;0;0.51;5;;28 De Julio;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;49.55;0;1.22;1.22;1.22;1.22;25;25;7.63;7.63;;;0.87;0.87;1.53;1.53;20;1;1;1
LINESTRING (-76.693114 -11.934782,-76.694115 -11.934119);4352;0.13;0;0.13;5;;Arequipa;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.32;0.32;0.37;0.46;25;25;1.97;1.97;;;0.23;0.23;0.39;0.46;20;1;1;1
LINESTRING (-76.691816 -11.935432,-76.69206 -11.93655,-76.692159 -11.936841,-76.69542 -11.940202);4359;0.67;0;0.67;5;;Brasil;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;107.44;;49.55;49.55;49.55;1.62;1.62;1.62;1.62;24.55;24.73;10.12;10.12;;;1.16;1.16;2.02;2.02;20;1;1;1
LINESTRING (-76.709824 -11.94526,-76.709412 -11.944258);4323;0.12;0;0.12;4;;Carretera Central;2;2;1800;1800;45;45;0.8;0.8;3.68;3.68;3600;3600;499.86;187.84;232.29;187.84;232.29;191.26;0.16;0.16;0.28;0.19;20.8;35.83;1.79;1.79;;;0.2;0.2;0.29;0.29;25;1;1;1
LINESTRING (-76.694115 -11.934119,-76.696977 -11.93768);4354;0.5;0;0.5;4;;Carretera Central;2;2;1800;1800;45;45;0.8;0.8;3.68;3.68;3600;3600;16.04;393.18;16.33;182.74;18.03;182.74;0.67;0.67;0.76;0.98;42.64;36.8;7.54;7.54;;;0.86;0.86;1.21;1.21;25;1;1;1
LINESTRING (-76.701484 -11.941523,-76.701893 -11.940656);4355;0.11;0;0.11;5;;7 De Junio;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.25;0.25;0.25;0.25;24.5;25;1.59;1.59;;;0.18;0.18;0.32;0.32;20;1;1;1
LINESTRING (-76.703896 -11.937088,-76.703613 -11.934875);4365;0.25;0;0.25;5;;Tupac Amaru;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.59;0.59;0.59;0.59;25;25;3.7;3.7;;;0.42;0.42;0.74;0.74;20;1;1;1
LINESTRING (-76.699213 -11.938749,-76.699853 -11.939789,-76.700368 -11.9401,-76.700923 -11.940061,-76.701893 -11.940656);4368;0.39;0;0.39;5;;Trujillo Sur;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.93;0.93;0.93;0.93;25;24.5;5.78;5.78;;;0.66;0.66;1.16;1.16;20;1;1;1
LINESTRING (-76.697818 -11.937003,-76.694233 -11.932687);4373;0.62;0;0.62;5;;Trujillo Sur;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;173.24;;172.7;0;173.23;1.48;1.48;1.55;1.48;17.02;24.93;9.25;9.25;;;1.06;1.06;1.85;1.85;20;1;1;1
LINESTRING (-76.703165 -11.934921,-76.703601 -11.938524);4374;0.4;0;0.4;5;;Jose Santos Chocano;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.96;0.96;0.96;0.96;25;25;6.02;6.02;;;0.69;0.69;1.2;1.2;20;1;1;1
LINESTRING (-76.706896 -11.940924,-76.703025 -11.941324);4337;0.42;0;0.42;5;;20 de Mayo;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;1.02;1.02;1.02;1.02;25;25;6.28;6.28;;;0.73;0.73;1.27;1.27;20;1;1;1
LINESTRING (-76.703896 -11.937088,-76.703025 -11.941324);4366;0.48;0;0.48;5;;Tupac Amaru;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.15;1.15;1.15;1.15;25;25;7.17;7.17;;;0.82;0.82;1.43;1.43;20;1;1;1
LINESTRING (-76.701893 -11.940656,-76.703601 -11.938524);4371;0.3;0;0.3;5;;Las Dacitas;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.72;0.72;0.72;0.72;25;25;4.51;4.51;;;0.51;0.51;0.9;0.9;20;1;1;1
LINESTRING (-76.701893 -11.940656,-76.703025 -11.941324);4372;0.14;0;0.14;5;;Trujillo Sur;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.35;0.35;0.35;0.35;25;25;2.16;2.16;;;0.25;0.25;0.43;0.43;20;1;1;1
LINESTRING (-76.703165 -11.934921,-76.702164 -11.927969);4375;0.78;0;0.78;5;;Jose Santos Chocano;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.86;1.86;1.86;1.86;25;25;11.65;11.65;;;1.33;1.33;2.33;2.33;20;1;1;1
LINESTRING (-76.703613 -11.934875,-76.703165 -11.934921);4367;0.05;0;0.05;5;;Miguel Grau;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.12;0.12;0.12;0.12;25;25;0.74;0.74;;;0.08;0.08;0.15;0.15;20;1;1;1
LINESTRING (-76.701484 -11.941523,-76.698395 -11.939426);4356;0.41;0;0.41;4;;Carretera Central;2;2;1800;1800;45;45;0.8;0.8;3.68;3.68;3600;3600;499.85;187.84;232.29;187.84;232.29;191.26;0.54;0.54;0.91;0.64;24.38;35.87;6.13;6.13;;;0.7;0.7;0.98;0.98;25;1;1;1
LINESTRING (-76.69542 -11.940202,-76.696068 -11.939686);4361;0.09;0;0.09;5;;Argentina;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;107.44;;49.55;49.55;49.55;0.22;0.22;0.22;0.22;24.55;24.73;1.36;1.36;;;0.16;0.16;0.27;0.27;20;1;1;1
LINESTRING (-76.696977 -11.93768,-76.697818 -11.937003);4363;0.12;0;0.12;5;;Tacna;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;57.05;;49.55;0;49.55;0.28;0.28;0.28;0.28;24.89;25;1.77;1.77;;;0.2;0.2;0.35;0.35;20;1;1;1
LINESTRING (-76.696977 -11.93768,-76.698395 -11.939426);4364;0.25;0;0.25;4;;Carretera Central;2;2;1800;1800;45;45;0.8;0.8;3.68;3.68;3600;3600;65.24;499.85;64.81;232.29;67.58;232.29;0.33;0.33;0.38;0.55;37.31;24.38;3.71;3.71;;;0.42;0.42;0.59;0.59;25;1;1;1
LINESTRING (-76.699213 -11.938749,-76.697818 -11.937003);4369;0.25;0;0.25;5;;Trujillo Sur;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;122.08;;122.31;0;123.68;0.59;0.59;0.59;0.59;24.5;24.98;3.69;3.69;;;0.42;0.42;0.74;0.74;20;1;1;1
LINESTRING (-76.699213 -11.938749,-76.698395 -11.939426);4370;0.12;0;0.12;5;;Chucuito;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;122.08;;122.31;;123.68;0;0.28;0.28;0.28;0.28;24.98;25;1.75;1.75;;;0.2;0.2;0.35;0.35;20;1;1;1
LINESTRING (-76.696112 -11.938309,-76.696977 -11.93768);4350;0.12;0;0.12;5;;Tacna;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;107.44;;49.55;0;49.55;0.28;0.28;0.28;0.28;24.55;24.73;1.76;1.76;;;0.2;0.2;0.35;0.35;20;1;1;1
LINESTRING (-76.696112 -11.938309,-76.696846 -11.939223);4351;0.13;0;0.13;5;;28 De Julio;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;107.44;;49.55;;49.55;49.55;0.31;0.31;0.31;0.31;24.73;24.55;1.93;1.93;;;0.22;0.22;0.39;0.39;20;1;1;1
LINESTRING (-76.696068 -11.939686,-76.696846 -11.939223);4376;0.1;0;0.1;5;;Colombia;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;107.44;;49.55;49.55;49.55;0.24;0.24;0.24;0.24;24.55;24.73;1.49;1.49;;;0.17;0.17;0.3;0.3;20;1;1;1
LINESTRING (-76.69368 -11.933633,-76.694115 -11.934119);4346;0.07;0;0.07;4;;Carretera Central;1;1;1800;1800;30;30;0.5;0.5;3.7;3.7;1800;1800;16.04;393.18;16.33;182.74;18.03;182.74;0.17;0.17;0.22;0.38;17.32;8.94;1.07;1.07;;;0.12;0.12;0.22;0.38;25;1;1;1
LINESTRING (-76.69365 -11.932377,-76.694233 -11.932687);4362;0.07;0;0.07;5;;Trujillo Norte;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;0;;0;;123.68;0;0.17;0.17;0.17;0.17;10.28;20.95;1.08;1.08;;;0.12;0.12;0.22;0.22;20;1;1;1
LINESTRING (-76.69368 -11.933633,-76.694233 -11.932687);4348;0.12;0;0.12;5;;Libertad;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;53.66;;49.55;;49.55;0;0.29;0.29;0.55;0.47;6.54;10.95;1.81;1.81;;;0.21;0.21;0.55;0.47;20;1;1;1
LINESTRING (-76.691222 -11.936306,-76.691067 -11.935501);4357;0.09;0;0.09;5;;Bolivia;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.22;0.22;0.22;0.22;25;25;1.36;1.36;;;0.16;0.16;0.27;0.27;20;1;1;1
LINESTRING (-76.689414 -11.936108,-76.688558 -11.935031);4378;0.15;0;0.15;5;;Heroes;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.36;0.36;0.36;0.36;25;25;2.27;2.27;;;0.26;0.26;0.45;0.45;20;1;1;1
LINESTRING (-76.703596 -11.946246,-76.701484 -11.941523);13499;0.57;0;0.64;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.14;1.14;1.14;1.14;4;4;8.56;8.56;;;;;;;;1;1;1
LINESTRING (-76.691222 -11.936306,-76.69073 -11.937249);4358;0.12;0;0.12;5;;Madre De Dios;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.28;0.28;0.28;0.28;25;25;1.76;1.76;;;0.2;0.2;0.35;0.35;20;1;1;1
LINESTRING (-76.689414 -11.936108,-76.69073 -11.937249);4379;0.19;0;0.19;5;;El Rosario;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.46;0.46;0.46;0.46;25;25;2.86;2.86;;;0.33;0.33;0.57;0.57;20;1;1;1
LINESTRING (-76.688638 -11.933002,-76.689804 -11.932852);4383;0.13;0;0.13;5;;Las Guyanas;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.31;0.31;0.31;0.31;25;25;1.92;1.92;;;0.22;0.22;0.38;0.38;20;1;1;1
LINESTRING (-76.691816 -11.935432,-76.691067 -11.935501);4360;0.08;0;0.08;5;;Puente Vehicular;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;107.44;;49.55;;49.55;49.55;0.2;0.2;0.2;0.2;24.73;24.55;1.23;1.23;;;0.14;0.14;0.25;0.25;20;1;1;1
LINESTRING (-76.691067 -11.935501,-76.69083 -11.934377,-76.689804 -11.932852);4377;0.33;0;0.33;5;;Bolivia;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.79;0.79;0.79;0.79;25;25;4.94;4.94;;;0.56;0.56;0.99;0.99;20;1;1;1
LINESTRING (-76.693114 -11.934782,-76.692962 -11.934638);4353;0.02;0;0.02;5;;28 De Julio;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;49.55;0;0.06;0.06;0.06;0.06;24.52;24.97;0.34;0.34;;;0.04;0.04;0.07;0.07;20;1;1;1
LINESTRING (-76.688558 -11.935031,-76.688193 -11.933717,-76.687935 -11.933542,-76.687855 -11.933135,-76.687082 -11.932572,-76.686725 -11.932436,-76.686348 -11.932107,-76.68579 -11.932066);4380;0.49;0;0.49;5;;Heroes;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.18;1.18;1.18;1.18;25;25;7.39;7.39;;;0.85;0.85;1.48;1.48;20;1;1;1
LINESTRING (-76.68898 -11.934674,-76.688331 -11.933565);4385;0.14;0;0.14;5;;Las Guyanas;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.34;0.34;0.34;0.34;25;25;2.12;2.12;;;0.24;0.24;0.42;0.42;20;1;1;1
LINESTRING (-76.688558 -11.935031,-76.68898 -11.934674);4381;0.06;0;0.06;5;;Rio Oconha;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.15;0.15;0.15;0.15;25;25;0.91;0.91;;;0.1;0.1;0.18;0.18;20;1;1;1
LINESTRING (-76.688638 -11.933002,-76.688331 -11.933565);4384;0.07;0;0.07;5;;S/N;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.17;0.17;0.17;0.17;25;25;1.06;1.06;;;0.12;0.12;0.21;0.21;20;1;1;1
LINESTRING (-76.688324 -11.927434,-76.686467 -11.926335);4286;0.24;0;0.24;4;;Carretera Central;1;1;1800;1800;45;45;0.8;0.8;3.68;3.68;1800;1800;0;0;0;0;182.74;141.71;0.31;0.31;0.32;0.32;44.94;44.93;3.54;3.54;;;0.4;0.4;0.57;0.57;25;1;1;1
LINESTRING (-76.682738 -11.923829,-76.682801 -11.923618,-76.6837 -11.923628,-76.684214 -11.924034,-76.684747 -11.924101,-76.685736 -11.924508,-76.686526 -11.925494,-76.686882 -11.925852);4290;0.56;0;0.56;2;;Jorge Chavez;1;1;960;960;45;45;0.8;0.8;3.68;3.68;960;960;;;;;0;0;0.75;0.75;0.75;0.75;45;45;8.46;8.46;;;0.97;0.97;1.35;1.35;25;1;1;1
LINESTRING (-76.761975 -11.973923,-76.763228 -11.973389);14243;0.15;1;0.15;4;;Nicolas Ayllon;2;2;1800;1800;45;45;0.8;0.8;3.68;3.68;3600;3600;179.2;;179.2;;191.26;0;0.2;0.2;0.2;;45;;;;;;0.25;0.25;0.36;;25;1;1;1
